quote_number,item_id,workflow_status,part_number,revision,description,type,material,process,is_fully_configured,part_uuid,export_controlled,quantity,unit_price,total_price,total_price_with_add_ons,lead_time
7694,7145352,not_started,0023-43217,01,"BLANK OFF, BRANCH BRAKERS",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145352,not_started,0023-43217,01,"BLANK OFF, BRANCH BRAKERS",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145352,not_started,0023-43217,01,"BLANK OFF, BRANCH BRAKERS",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145352,not_started,0023-43217,01,"BLANK OFF, BRANCH BRAKERS",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145352,not_started,0023-43217,01,"BLANK OFF, BRANCH BRAKERS",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145352,not_started,0023-43217,01,"BLANK OFF, BRANCH BRAKERS",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145353,not_started,0023-43218,01,"CB FULL COVER, SUB FAB LEVEL AC, SYM3Y F",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145354,not_started,0042-99666,01,"PANEL, FRONT, BRANCH CIRCUIT BREAKERS, S",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145355,not_started,0042-99667,01,"BRACKET, MOUNTING, BRANCH BREAKERS, SUB",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145356,not_started,0043-07784,01,"ENCLOSURE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145357,not_started,0043-07785,01,"BACK PANEL, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145358,not_started,0043-08066,01,"BRACKET, MOUNTING, MCCB-SUB FAB LEVEL AC",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145359,not_started,0043-08069,01,"PANEL, INPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145360,not_started,0043-08070,01,"PANEL, CONNECTOR, FACILITY, AC BOX, SUB",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145361,not_started,0043-08071,01,"PANEL, OUTPUT FACILITY, AC BOX, SUB FAB",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,25,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,100,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,200,0.00,0.00,0.00,50
7694,7145362,not_started,0043-08072,01,"PANEL, RH-SIDE, SUB FAB LEVEL AC BOX",manufactured,,Historical Part Requote,False,,False,300,0.00,0.00,0.00,50
7695,7151343,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,,False,5,3260.00,16300.00,16300.00,80
7695,7151343,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,,False,10,3260.00,32600.00,32600.00,80
7695,7151343,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,,False,25,3260.00,81500.00,81500.00,80
7695,7151343,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,,False,50,3260.00,163000.00,163000.00,80
7696,7151427,not_started,0010-69867,01,CORROSION RESISTANT SLIT VALVE DOOR,assembled,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7696,7151427,not_started,0010-69867,01,CORROSION RESISTANT SLIT VALVE DOOR,assembled,,Historical Part Requote,False,,False,3,0.00,0.00,0.00,50
7696,7151427,not_started,0010-69867,01,CORROSION RESISTANT SLIT VALVE DOOR,assembled,,Historical Part Requote,False,,False,5,0.00,0.00,0.00,50
7696,7151427,not_started,0010-69867,01,CORROSION RESISTANT SLIT VALVE DOOR,assembled,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,1,688.00,688.00,788.00,80
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,5,151.00,755.00,855.00,80
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,10,83.20,832.00,932.00,80
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,25,42.92,1073.00,1173.00,80
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,50,29.50,1475.00,1475.00,80
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,100,23.03,2303.00,2303.00,80
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,200,19.43,3886.00,3886.00,80
7697,7167779,completed,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,300,18.34,5502.00,5502.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,1,781.00,781.00,981.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,5,244.00,1220.00,1420.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,10,177.00,1770.00,1970.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,25,136.00,3400.00,3600.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,50,123.00,6150.00,6150.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,100,117.00,11700.00,11700.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,200,112.00,22400.00,22400.00,80
7697,7151526,completed,0042-37875,05,"COVER, TOP, FRONT, SYM3",manufactured,Steel (Galvanized),SM - Piece,True,,False,300,111.00,33300.00,33300.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,1,655.00,655.00,855.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,5,177.00,885.00,1085.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,10,117.00,1170.00,1370.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,25,80.72,2018.00,2218.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,50,68.74,3437.00,3437.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,100,63.30,6330.00,6330.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,200,59.46,11892.00,11892.00,80
7697,7151529,completed,0042-42994,03,"BRACKET, BOTTOM, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,300,58.56,17568.00,17568.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,1,667.00,667.00,867.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,5,184.00,920.00,1120.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,10,124.00,1240.00,1440.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,25,87.00,2175.00,2375.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,50,74.92,3746.00,3746.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,100,69.50,6950.00,6950.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,200,65.53,13106.00,13106.00,80
7697,7151530,completed,0042-42995,02,"BRACKET, FRONT, DC PS",manufactured,Steel (Galvanized),SM - Piece,True,,False,300,64.63,19389.00,19389.00,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,1,2470.09,2470.09,2670.09,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,5,1171.33,5856.65,6056.65,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,10,1005.44,10054.40,10254.40,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,25,907.46,22686.50,22886.50,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,50,868.45,43422.50,43622.50,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,100,854.08,85408.00,85408.00,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,200,850.35,170070.00,170070.00,80
7697,7151534,completed,0042-70729,01,"ENCLOSURE, BASE, SYM3",assembled,Steel (Galvanized),SM - Assy,True,,False,300,847.48,254244.00,254244.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,1,977.00,977.00,1177.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,5,295.00,1475.00,1675.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,10,210.00,2100.00,2300.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,25,159.00,3975.00,4175.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,50,142.00,7100.00,7100.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,100,135.00,13500.00,13500.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,200,129.00,25800.00,25800.00,80
7697,7151537,completed,0042-88649,01,"PANEL, FRONT, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,300,127.00,38100.00,38100.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,1,871.00,871.00,1071.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,5,256.00,1280.00,1480.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,10,180.00,1800.00,2000.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,25,133.00,3325.00,3525.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,50,118.00,5900.00,5900.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,100,111.00,11100.00,11100.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,200,105.00,21000.00,21000.00,80
7697,7151540,completed,0042-88650,01,"PANEL, CONNECTOR, RH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,300,104.00,31200.00,31200.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,1,880.00,880.00,1080.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,5,271.00,1355.00,1555.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,10,194.00,1940.00,2140.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,25,149.00,3725.00,3925.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,50,133.00,6650.00,6650.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,100,126.00,12600.00,12600.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,200,123.00,24600.00,24600.00,80
7697,7151543,completed,0042-88651,01,"PANEL, CONNECTOR, LH,
SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,300,121.00,36300.00,36300.00,80
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,1,794.00,794.00,994.00,80
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,5,211.00,1055.00,1255.00,80
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,10,138.00,1380.00,1580.00,80
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,25,93.76,2344.00,2544.00,80
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,50,79.14,3957.00,3957.00,80
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,100,72.47,7247.00,7247.00,80
